sector,year,V,D,P,Q
bol,1993,82528.595,79209.105,0.6170058730945003,133756.579311134
bol,1994,85727.59,83142.959,0.6361864811214784,134752.29754784825
bol,1995,88551.033,86633.907,0.6502646831331513,136176.90656877926
bol,1996,90708.133,88754.013,0.6645817284097876,136489.0563829472
bol,1997,93740.315,91024.28899999999,0.6844118339048817,136964.77815874215
bol,1998,96516.811,94277.91,0.700665167685207,137750.26282362992
bol,1999,98720.035,96232.803,0.7187745521364945,137344.92227996013
bol,2000,102867.404,100032.782,0.7391424167283865,139171.29050084105
bol,2001,107675.103,104725.302,0.7599618653083277,141684.8764593137
bol,2002,113233.22499999999,110030.71,0.7820810470629296,144784.514885308
bol,2003,118851.79999999999,115502.539,0.804759280567104,147686.15021904014
bol,2004,123990.94,120524.787,0.8279032235189842,149765.01658367665
bol,2005,128401.33,124617.19099999999,0.8530434216826862,150521.44678253264
bol,2006,134268.749,130485.163,0.8777785185585717,152964.26850418604
bol,2007,139695.535,135196.162,0.9069912780626649,154020.8140682344
bol,2008,144721.815,140711.801,0.9328387741295312,155141.29452331743
bol,2009,151607.925,146274.244,0.966853405205922,156805.49314268617
bol,2010,161516.561,156162.837,1.0,161516.561
bol,2011,169247.222,164389.12699999998,1.0295524107260454,164389.12699999995
bol,2012,175302.28,170134.652,1.0608237819757742,165251.08409004667
bol,2013,180294.275,175253.463,1.091336236100968,165205.06607948785
bol,2014,185674.905,180640.04,1.1217543572350006,165521.8932758754
bol,2015,191136.839,189140.777,1.133592583139144,168611.58218828845
bol,2016,196753.25400000002,192827.054,1.1566739459852566,170102.6072930218
bol,2017,201998.53600000002,199542.74599999998,1.1709092332445148,172514.25666896056
bol,2018,209700.19400000002,207265.49599999998,1.1846636227757177,177012.43624638653
byg,1993,98731.823,96719.102,0.6582078076108171,150000.99035345664
byg,1994,104097.442,101906.036,0.6723620284544695,154823.49923787997
byg,1995,114040.997,110927.616,0.6912330656226316,164981.975937851
byg,1996,127770.177,124330.393,0.7103570495659598,179867.54277735364
byg,1997,138131.936,134535.932,0.7293441465718912,189391.98545605163
byg,1998,145309.005,142188.36,0.7453512526688941,194953.7274938348
byg,1999,148228.073,144686.996,0.7635930176561705,194119.20954303947
byg,2000,159256.985,155519.048,0.7819461559395183,203667.45688346107
byg,2001,166153.225,160538.225,0.8092955779578594,205305.98402534667
byg,2002,169675.57,165957.831,0.8274251818130789,205064.54689740262
byg,2003,178801.491,175978.73,0.840697374046992,212682.34744123952
byg,2004,186068.742,182084.97,0.859090691514117,216588.00850473702
byg,2005,200374.902,195612.264,0.8800072633546812,227696.87290551397
byg,2006,231851.689,222451.344,0.917194594882064,252783.53175403556
byg,2007,239662.444,227333.108,0.9669383406882613,247857.0079550363
byg,2008,242097.754,229044.962,1.0220421287289212,236876.49187327403
byg,2009,202864.554,210964.404,0.9828014427201812,206414.58709962302
byg,2010,191241.797,187952.714,1.0,191241.797
byg,2011,204101.849,196903.597,1.0365572397339191,196903.597
byg,2012,205612.419,201807.018,1.0561032198278357,194689.6999646669
byg,2013,204879.842,203854.626,1.0614145239658102,193025.28595001542
byg,2014,211968.662,210734.083,1.0676327875847198,198540.79461116184
byg,2015,239397.91,237443.911,1.076418666281385,222402.22833279945
byg,2016,264028.69,258609.905,1.0989734146100136,240250.29767775987
byg,2017,282890.888,276253.267,1.1253787820269252,251373.93073155676
byg,2018,311907.48,302346.925,1.1609645441159606,268662.3649109871
ene,1993,39403.97,38593.848000000005,0.49369524834720846,79814.35942905364
ene,1994,40497.763999999996,40462.876,0.49412092347283076,81959.21701791031
ene,1995,42861.136,43842.865999999995,0.4830565616174498,88729.02141414923
ene,1996,51442.699,47344.562999999995,0.5248698419554834,98010.39207804798
ene,1997,50692.331,49996.755000000005,0.5321720531727517,95255.53004480008
ene,1998,47051.511,49837.33,0.5024245723787834,93648.90490373419
ene,1999,47083.775,47014.429000000004,0.5031656456011377,93575.09880021414
ene,2000,58004.051,45657.554,0.6392292887371128,90740.60281967858
ene,2001,59529.939,59740.08,0.6369807433390399,93456.41861627603
ene,2002,57245.487,57340.334,0.6359271095641917,90018.94421395403
ene,2003,60761.539000000004,58386.666000000005,0.6617933942133621,91813.45648247811
ene,2004,64241.33,63948.608,0.6648227249837976,96629.26308899208
ene,2005,77436.31,65334.206999999995,0.7879703602569187,98273.12536825852
ene,2006,90751.47899999999,80651.96900000001,0.8866426509869608,102354.06440123373
ene,2007,87000.334,84907.087,0.9085013925222877,95762.46631660026
ene,2008,102393.624,88779.591,1.0478168342699792,97720.91901094365
ene,2009,81651.216,96716.221,0.8846036143555926,92302.60274199814
ene,2010,95311.928,84313.27600000001,1.0,95311.928
ene,2011,101261.213,93754.325,1.0800697781142363,93754.325
ene,2012,106241.786,106221.523,1.0802758140784723,98346.90790576424
ene,2013,100635.77500000001,102014.0,1.0656811198810259,94433.29071198626
ene,2014,89006.412,91536.67800000001,1.036223455878003,85894.99831827676
ene,2015,83578.078,91477.497,0.9467417415323606,88279.70114080285
ene,2016,77777.79800000001,84087.542,0.8757003258707711,88817.8246624038
ene,2017,85973.25600000001,80836.767,0.9313436334653417,92310.993397905
ene,2018,88671.076,84298.60800000001,0.9796513141132941,90512.89445802287
fre,1993,358338.89400000003,367001.816,0.7905872110340286,453256.6287422228
fre,1994,387129.616,385553.993,0.7938180617470986,487680.5336829626
fre,1995,411415.704,402103.891,0.8122010854194844,506544.14452981506
fre,1996,417123.453,410761.566,0.8247804792927566,505738.7553081765
fre,1997,431308.309,426362.252,0.834348425901382,516940.28011623485
fre,1998,441006.721,443509.852,0.8296394360102736,531564.3180136136
fre,1999,448559.446,451472.729,0.8242859023197407,544179.446400387
fre,2000,487661.033,472204.594,0.8512668443301546,572865.0613471632
fre,2001,510394.136,497961.046,0.8725212725120185,584964.6903513973
fre,2002,508491.311,503097.743,0.8818753252387868,576602.2661562903
fre,2003,492893.962,495803.908,0.8766994693534851,562215.4218520067
fre,2004,505283.907,499314.532,0.8871805340120877,569538.9919286885
fre,2005,536043.93,527534.5499999999,0.9014911726091462,594619.1668727623
fre,2006,570049.691,557993.959,0.9209683296680126,618967.7458349621
fre,2007,602863.75,584718.389,0.9495484173234962,634895.2186127586
fre,2008,633911.615,609084.824,0.9882527802830814,641446.8318707065
fre,2009,542512.788,548845.046,0.976850888948583,555369.0887090501
fre,2010,547389.702,534718.117,1.0,547389.702
fre,2011,587816.145,573355.981,1.0252202200363896,573355.981
fre,2012,611282.483,599393.01,1.045556339947392,584648.0573497906
fre,2013,612787.666,605479.698,1.0581759080349296,579098.1077408657
fre,2014,634945.513,636294.892,1.0559318536404017,601312.9642892951
fre,2015,664938.7559999999,657543.28,1.067808058475516,622713.7459042189
fre,2016,688830.244,687324.0229999999,1.0701480827840293,643677.5013491431
fre,2017,719183.377,716654.701,1.073924040395981,669678.0684179675
fre,2018,734752.1240000001,730818.289,1.0797047386092564,680512.0860601371
lan,1993,61805.522,69485.236,0.9203536229676043,67154.1030073997
lan,1994,61752.208,61407.258,0.9255236304322376,66721.37368460328
lan,1995,64979.056,62215.998,0.9666268121453211,67222.48460684241
lan,1996,66091.79800000001,65007.391,0.9827513922177327,67251.79788435965
lan,1997,67894.767,68030.783,0.9807865476654676,69224.81467716659
lan,1998,61886.494,68694.831,0.8835809028685094,70040.55180356209
lan,1999,60751.876000000004,62234.674,0.862528780130442,70434.60740036104
lan,2000,67214.92199999999,61820.027,0.9377997308092859,71673.00201930752
lan,2001,70604.476,66451.39199999999,0.996410407576273,70858.83032047252
lan,2002,65868.988,71164.137,0.9222699515026316,71420.50751266621
lan,2003,63068.806,64912.253,0.8960783513545413,70383.13770739258
lan,2004,65284.491,63985.528,0.9142695370787655,71406.17547927298
lan,2005,60044.613,64667.757,0.8489077567911258,70731.61073114567
lan,2006,62558.379,61199.148,0.8677619692577923,72091.63482182444
lan,2007,67407.20999999999,64180.771,0.9113853320922795,73961.26273532663
lan,2008,68250.065,62626.825999999994,0.9932182760682248,68716.07847388409
lan,2009,65420.091,69218.92,0.9387090986575115,69691.54884464218
lan,2010,72908.701,68440.061,1.0,72908.701
lan,2011,80297.719,71789.254,1.1185200364388799,71789.254
lan,2012,88912.258,82513.233,1.2052629431938884,73770.00886162386
lan,2013,84450.501,88163.39,1.154504827791427,73148.677222558
lan,2014,84755.07699999999,88188.151,1.109561142475185,76386.12578927394
lan,2015,78558.56700000001,83984.089,1.0378815129105392,75691.26728126952
lan,2016,77534.131,76006.833,1.058736932039833,73232.6687146141
lan,2017,87136.545,80936.791,1.1398361262167023,76446.5549001505
lan,2018,82565.958,86031.482,1.0939211964765516,75477.06202781289
off,1993,267270.788,264048.035,0.6656232509577753,401534.63331609895
off,1994,276884.409,273347.34,0.6742363048350946,410663.74951096805
off,1995,285676.091,283485.021,0.6794475111811082,420453.51009292674
off,1996,300643.44299999997,294624.444,0.6933282124387117,433623.55318344414
off,1997,312406.737,303676.957,0.7132592695138891,437998.8460758681
off,1998,329487.163,321176.663,0.7317149726896058,450294.4114822272
off,1999,346768.154,337863.689,0.7509994669292057,461742.2105742835
off,2000,362819.953,356422.969,0.7644782042491752,474598.1651057534
off,2001,384171.862,371487.743,0.7905806334633818,485936.34316213505
off,2002,400593.123,389011.33900000004,0.8141180813817214,492057.7642989004
off,2003,409422.642,400432.436,0.8323960444085388,491860.388753909
off,2004,427769.537,417146.03099999996,0.8535947703102374,501138.8915193657
off,2005,445644.504,435375.43200000003,0.8737282585846499,510049.3198215866
off,2006,466996.482,456460.757,0.8938950758104665,522428.74430938
off,2007,477650.102,464926.917,0.9183573988213872,520113.5229193041
off,2008,510984.895,493309.766,0.9512618467180715,537165.3417646659
off,2009,542899.5229999999,524635.378,0.9843781500212514,551515.2108854502
off,2010,557987.307,549270.513,1.0,557987.307
off,2011,551939.291,553339.84,0.9974689171124926,553339.84
off,2012,568166.41,559744.53,1.0124767699335846,561164.8848370812
off,2013,571414.047,567387.173,1.0196625446117331,560395.2503890226
off,2014,583294.172,582527.588,1.0210043814761163,571294.4847079922
off,2015,593573.763,594412.668,1.0195634201259416,582184.2479663293
off,2016,604109.627,598750.47,1.0286890921941605,587261.6241234305
off,2017,615824.136,607858.319,1.0421697813649455,590905.7689174655
off,2018,629910.417,617178.638,1.063668703265118,592205.4630980298
soe,1993,37085.501,34290.551,0.7761346774554546,47782.301290266056
soe,1994,40177.327,41909.938,0.7440482668375058,53998.28047549824
soe,1995,41607.036,44732.656,0.6920591306728067,60120.63732119311
soe,1996,46230.683,45430.324,0.7042513341395077,65645.14791652776
soe,1997,55652.567,49865.417,0.7859834914854584,70806.27977926128
soe,1998,55632.946,57703.852,0.7577757051418678,73416.11194777567
soe,1999,57503.997,60775.783,0.7169818260531641,80202.86555455325
soe,2000,93803.602,76267.32,0.8818387462982077,106372.7380927293
soe,2001,98606.023,96491.0,0.9011681058313442,109420.23176578595
soe,2002,90051.229,98954.046,0.8200907264136992,109806.42275251528
soe,2003,93541.035,99257.585,0.7728591758769797,121032.44409805578
soe,2004,104323.313,95193.217,0.8469850295104137,123170.19706983776
soe,2005,128456.968,115380.26,0.9429787108496571,136224.67455734577
soe,2006,145514.365,145930.69,0.9402884911858257,154755.020787809
soe,2007,171708.75,173633.124,0.9298672841992071,184659.41636808307
soe,2008,182195.118,176702.515,0.9587711842642084,190029.82253771252
soe,2009,127879.401,167448.597,0.7322072978596984,174649.17568262693
soe,2010,172401.259,126233.46,1.0,172401.259
soe,2011,182810.082,201577.387,0.9068977662658163,201577.38700000002
soe,2012,191881.561,182188.161,0.9551496546391834,200891.6195153575
soe,2013,192404.544,184835.349,0.9942640017013716,193514.54308992365
soe,2014,202000.545,203000.743,0.9893651976316067,204171.87251336442
soe,2015,203576.17,194595.148,1.035026719500404,196686.87403380658
soe,2016,181599.167,224077.915,0.8388153294090406,216494.81194858425
soe,2017,210243.309,191180.814,0.9224529742554695,227917.64444110735
soe,2018,226932.947,214323.28,0.9767253091531113,232340.602698999
tje,1993,547328.547,548406.02,0.750264715116672,729513.9115197309
tje,1994,595820.28,577222.573,0.7744377187323472,769358.549549058
tje,1995,625046.021,611856.647,0.7911317413635466,790065.6595103978
tje,1996,646334.286,645951.6579999999,0.7916003664567489,816490.635158535
tje,1997,689694.124,675813.502,0.8078591500254849,853730.6583434038
tje,1998,724506.732,717126.757,0.8161728550609104,887687.8562028757
tje,1999,787156.076,777256.171,0.8265684415228182,952318.0857834262
tje,2000,836383.363,823726.536,0.8392689353284638,996561.8025319448
tje,2001,887727.276,864727.0090000001,0.8615920608888454,1030333.6303774581
tje,2002,927300.7609999999,911939.38,0.8761053544302306,1058435.217078503
tje,2003,938478.966,927177.319,0.8867844696843219,1058294.3184989248
tje,2004,976117.339,966301.999,0.8957920998927651,1089669.5105000932
tje,2005,1063029.308,1053901.634,0.9035504124295465,1176502.4877158015
tje,2006,1157588.69,1137280.131,0.9196852294901108,1258679.2229356417
tje,2007,1241705.959,1213543.72,0.9410280083375597,1319520.7241425517
tje,2008,1304481.611,1260180.066,0.9741097843332345,1339152.55957818
tje,2009,1237178.205,1217041.183,0.9902272916382717,1249388.110635855
tje,2010,1266170.2920000001,1253796.379,1.0,1266170.2920000001
tje,2011,1315730.211,1292013.007,1.018356784236306,1292013.007
tje,2012,1352336.794,1322362.274,1.0414402889584218,1298525.5211823194
tje,2013,1382047.8,1376206.362,1.045860780715059,1321445.2874455133
tje,2014,1413347.969,1400003.395,1.0558297326703145,1338613.5332876835
tje,2015,1464845.107,1458248.541,1.060605907869877,1381139.8712100312
tje,2016,1525969.358,1524115.977,1.0618956436037699,1437023.8424006496
tje,2017,1587460.041,1562025.087,1.0791868299442762,1470977.9594715482
tje,2018,1638878.754,1625403.015,1.0881340509832171,1506136.815146204
udv,1993,10855.149,11609.156,0.2591299135328383,41890.759935843445
udv,1994,10970.62,11515.742,0.24686345109169924,44440.03335238509
udv,1995,11136.037,11419.016,0.24074583355561052,46256.40591793527
udv,1996,14618.677,12330.714,0.28541620378554167,51218.80540105669
udv,1997,17011.107,16341.906,0.29710399644506913,57256.40584961011
udv,1998,13390.236,15650.976,0.25418814960438485,52678.443195878295
udv,1999,19499.79,16221.291,0.3055623339581349,63816.07885830478
udv,2000,38059.737,22748.643,0.5112226723832619,74448.45280935965
udv,2001,34329.436,36458.889,0.48136370840400977,71317.04239569971
udv,2002,33885.143,35260.839,0.46258338022757123,73251.968074015
udv,2003,34129.968,33815.588,0.4668839697390102,73101.60599233846
udv,2004,42242.434,38095.802,0.5177031127303249,81595.86635903498
udv,2005,57155.774,41626.835,0.7108328584268049,80406.76978058602
udv,2006,64875.308,54323.128,0.8489109947232671,76421.80205375761
udv,2007,65385.032,59728.41,0.9293077206497319,70358.86020002674
udv,2008,74415.53,60065.078,1.1513333349078767,64634.2182092333
udv,2009,50394.172,67836.723,0.8552961809296293,58920.14149440736
udv,2010,55645.767,47593.612,1.0,55645.767
udv,2011,63863.563,51464.354,1.2409280994763872,51464.35399999999
udv,2012,65784.46,60430.47,1.350871256220255,48697.80128719689
udv,2013,55524.961,55477.441,1.3520283644238504,41067.896547911
udv,2014,46848.098,52083.041,1.2161340063708697,38522.151140072056
udv,2015,30317.004,41207.612,0.8947264290801825,33884.10469909466
udv,2016,29541.589,32969.239,0.8017061126380381,36848.401844901135
udv,2017,30619.521,25878.249,0.9485903451871407,32278.971797841034
udv,2018,33832.589,27569.539,1.1640842916555354,29063.693447734808
